fr,mc,phonetic,cat
asile de fous,manicomi,,autre
aspect,aspctu,,nom
aspect,figüra,,nom
asperge,spargu - sm,,nom
asperger,aspergià,,verbe
aspersion,aspersiun,,nom
asphaltage,asfaltage,,nom
asphalte,asfaltu,,nom
asphalter,asfaltà,,verbe
asphyxie,asfissia,,nom
asphyxié,asfissiau,,adjectif
asphyxier,asfissià,,verbe
s'asphyxier,s'asfissià,,verbe
aspic,aspidu,,nom
aspirant,aspirante,,adjectif
aspirateur,aspiratù,,nom
aspiration,aspiraçiun,,nom
aspirer,aspirà,,verbe
aspirine,aspirina,,nom
assaillir,assautà,,verbe
assainir,ressanà,,verbe
assaisonnement,cundimentu,,nom
assaisonner,cundi,,verbe
assassin,asciascin,,nom
assassinat,asciasciniu,,nom
assassiner,asciascinà,,verbe
assaut,assautu,,nom
assécher,secà,,verbe
assemblage,cungegnu,,nom
assemblée,assemblea,,nom
assembler,cungegnà,,verbe
s'assembler,s'asscmblà,,verbe
asseoir,assetà - s'asseoir,,verbe
assertion,asscrçiun,,nom
asservir,sutamete,,verbe
assesseur,asscssù,,nom
assez,assè,,adjectif
assidu,assidüu,,adjectif
assiduité,assidüità,,nom
assiéger,assedià,,verbe
assiette,assieta,,nom
assiettée,assietà,,nom
assignation,assignaçiun,,nom
assigner,assignà,,verbe
assimilation,assimilaçiun,,nom
assimiler,assimilà,,verbe
s'assimiler,s'assimilà,,verbe
assise,basa,,nom
assistance,assistença,,nom
assistant,assistente,,adjectif
assister,cuadiüvà,,verbe
association,assuçiaçiun,,nom
associé,assuçiau - s,,adjectif
associer,assuçià - s'associer,,verbe
assoiffer,asciarmà,,verbe
assommer,assumà,,verbe
Assomption,Assunçiun,,nom
Marie-Assomption,Assunta,,nom
assortiment,assurtimentu,,nom
assortir,assurti,,verbe
s'assortir,s'assurti,,verbe
assoupir,assupi - s'assoupir,,verbe
assoupissement,assupimentu,,nom
assourdir,ümbalurdi,,verbe
assourdissement,ümbalurdimèntu,,nom
assouvir,satürà - s'assouvir,,verbe
assujettir,assügeti,,verbe
assumer,assümc,,verbe
assurance (aplomb),assürança,,nom
assurance (promesse),cunferma,,nom
assurance (contrat),assügüraçiun,,nom
assuré,assügürau,,adjectif
assurément,sügüramcnte,,adjectif
assurer,assügürà,,verbe
s'assurer,s'assügürà,,verbe
asthmatique,asmaticu,,adjectif
asthme,asma,,nom
asticot (de cerise),giuanin,,nom
astre,astru,,nom
astrologie,astrulugia,,nom
astrologique,astrulogicu,,adjectif
astrologue,astrolugu,,nom
astronome,astronumu,,nom
astronomie,astrunumia,,nom
astronomique,astrunomicu,,adjectif
astuce,astüçia,,nom
astucieux,astüçiusu,,adjectif
atavisme,atavismu,,nom
atelier,ateliè,,nom
athée,ateu,,adjectif
athéisme,ateismu,,nom
athlète,atleta,,nom
athlétique,atleticu,,adjectif
atlantique,atlanticu,,adjectif
atmosphère,atmusfera,,nom
atmosphérique,atmusfericu,,adjectif
atome,atomu,,nom
atomique,atomicu,,adjectif
âtre,fügairun,,nom
atroce,atroçi,,adjectif
atrocité,atruçità,,nom
attabler (s'),se mete a tora,,verbe
attache,staca,,nom
attaché,staca u,,adjectif
attachement,afetu,,nom
attacher,stacà,,verbe
s'attacher,s'atacà,,verbe
attaque,agressiun - sm,,nom
attaquer,agredi,,verbe
s'attaquer,s'atacà,,verbe
atteindre,curpi,,verbe
atteinte,cou,,nom
attelage,atelage,,nom
atteler,atelà,,verbe
s'atteler,s'atelà,,verbe
attendre,aspetà,,verbe
attendrir,ünteneri - s'attendrir,,verbe
attendu,atesu - attendu que,,adjectif
attentat,atentatu,,nom
attente,atesa,,nom
salle d'attente,sala d'aspetu,,autre
attenter,atentà,,verbe
attentif,atentu - attentif à,,adjectif
attention,atençiun,,nom
atténuation,atenüaçiun,,nom
atténuer,atenüà,,verbe
s'atténuer,s'atenüà,,verbe
atterrir,aterrà,,verbe
atterrir,aterri,,verbe
atterrissage,aterrissage,,nom
attestation,atestaçiun,,nom
attester,atestà,,verbe
attifer,gimprà - s'attifer,,verbe
attirail,atirayu,,nom
attirer,atirà - s'attirer,,verbe
attiser,atisà,,verbe
attitude,cuntegnù,,nom
attractif,atrativu,,adjectif
attraction,atraçiun,,nom
attrait,atrativa,,nom
attraper,agantà,,verbe
attraper,ciapà,,verbe
s'attraper,s'agantà,,verbe
attrayant,atraente,,adjectif
attribuer,atribüi - s'attribuer,,verbe
attribut,atribütu,,nom
attribution,atribüçiun,,nom
attrister,adulurà - s'attrister,,verbe
attroupement,atrupamentu,,nom
attrouper,afulà - s'attrouper,,verbe
aubade,aubada,,nom
aube (point du jour),arba - aube (vêtement),,nom
aubépine,arbuspin,,nom
auberge,auberge - sm,,nom
aubergine,merenzana,,nom
aubergiste,aubergista,,nom
aucun,düsciün,,pronom
audace,audaçia,,nom
avoir de l'audace,se fruntà,,autre
audacieux,audaçiusu,,adjectif
audience,udiença,,nom
auditeur,uditù,,nom
auditif,auditivu,,adjectif
audition,audiçiun,,nom
auditoire,uditori,,nom
auditorium,auditori,,nom
auge,trœyu,,nom
augmentation,aumentaçiun,,nom
augmenter,aumentà,,verbe
augural,augürale,,adjectif
augure (présage),augüru,,nom
augurer,augürà,,verbe
aujourd'hui,anchœi - d'aujourd'hui,,adjectif
aulne,vergna,,nom
aumône,limosina,,nom
aumônier,limusiniè,,nom
aune,auna,,nom
auparavant,primu - comme auparavant,,adjectif
auprès,acantu,,particule
auquel,au qale,,pronom
auréole,aureola,,nom
aurore,aurora,,nom
ausculter,auscültà,,verbe
aussi,tamben,,adjectif
aussitôt,sübitu,,adjectif
austère,austeru,,adjectif
austérité,austerità,,nom
Australie,Australia,,nom
australien,australian,,adjectif
autant,tantu,,adjectif
autel,autà,,nom
maître-autel,autà magiù,,autre
auteur,autù,,nom
authenticité,autenticità,,nom
authentifier,autenticà,,verbe
authentique,autenticu,,adjectif
automate,autumata,,nom
automatique,autumaticu,,adjectif
automne,autunu,,nom
fleurir en automne,autunesà,,autre
automobile,autumobile,,nom
autonome,autonumu,,adjectif
autonomie,autunumia,,nom
autorisation,auturisaçiun,,nom
autoriser,auturisà,,verbe
s'autoriser,s'auturisà,,verbe
autorité,auturità,,nom
autoroute,autustrada,,nom
autour,auviru,,adjectif
autour de,ünturnu a,,autre
autre,autru,,adjectif
autrefois,d'ün tempu,,adjectif
autrement,autramenti,,adjectif
autruche,strüçi,,nom
autrui,u prossimu; pl,,nom
aux,à,,verbe
auxiliaire,aussiliari,,adjectif
auxquels,ai qali,,pronom
aval (d'un cours d'eau),a vale,,nom
aval (garantie),garantia,,nom
avalanche,avalanca,,nom
avaler,avalà,,verbe
avance (priorité),avança - avance (argent),,nom
avancé,avançau,,adjectif
avancement,avançamentu; sf,,nom
avancer,avançà,,verbe
s'avancer,s'avançà,,verbe
avanie,avania,,nom
avant,avanti,,adjectif
avant (navire),prua,,nom
avantager,avantagià,,verbe
avantageux,avan lagiusu,,adjectif
avant-bras,avambrassu,,nom
avant-garde,avangardia,,nom
avant-hier,avant'ieri,,adjectif
avare,ava ru,,adjectif
avarice,avariçia,,nom
avaricieux,avariçiusu,,adjectif
avarie,avaria,,nom
avarier,avarià,,verbe
s'avarier,s'avarià,,verbe
avec,cun,,particule
avènement,avenimentu,,nom
avenir,avegnl,,nom
à l'avenir,d'aurainlà,,autre
avent,aventu,,nom
aventure,aventüra,,nom
aventurer,aventürà,,verbe
s'aventurer,s'aventürà,,verbe
aventureux,aventürusu,,adjectif
aventurier,a ventüriè,,nom
aventurier,rabata bastiun,,nom
avenue,prumenada,,nom
avenue,cursu,,nom
avérer (s'),s'averà,,verbe
averse,ramà,,nom
averse,aigada,,nom
aversion,aversiun,,nom
averti,avertiu,,adjectif
avertir,averti,,verbe
avertir,amunestà,,verbe
avertissement,avcrtimcntu,,nom
aveu,cunfessiun,,nom
gens sans aveu,marriamerce,,autre
aveugle,borni d'i dui œyi,,adjectif
aveugle,orbu,,adjectif
aveugler,ümburni,,verbe
s'aveugler,s'ümburni,,verbe
aviateur,aviatù,,nom
aviation,aviaçiun,,nom
avide,avidu,,adjectif
avide,üngurdu,,adjectif
avidité,avidità,,nom
avidité,üngurdiçia,,nom
avilir,avill,,verbe
s'avilir,s'avili,,verbe
avilissement,avilimentu,,nom
avion,aviun,,nom
avis (avertissement),avisu,,nom
avis (avertissement),amuniçiun,,nom
avis,avisu,,nom
avis,amuniçiun,,nom
avis (opinion),parè,,nom
avis (opinion),a visu,,nom
avis,a visu,,nom
avis,parè,,nom
aviser,avisà,,verbe
s'aviser,s'avisà,,verbe
aviver,avivà,,verbe
avocat,avucatu,,nom
avoine,çivada,,nom
avoine,biava,,nom
avoir,avè,,verbe
avoir,pussedà,,verbe
avortement,abortu,,nom
avorter,avurtà,,verbe
avorton,avurtun,,nom
avorton,zghingiu,,nom
avouer,avuà,,verbe
avouer,cunfessà,,verbe
s'avouer,s'avuà,,verbe
avril,avri,,nom
axe,asse,,nom
axe,pernu,,nom
axiome,assiome,,nom
axonge,sungia,,nom
azerole,azarola,,nom
azerolier,azarulè,,nom
azimut,azimüt,,nom
azur,azür,,nom
azuré,azüru,,adjectif
